name,address,description,rating,reviews__0__username,reviews__0__review,reviews__0__rating,reviews__|,reviews__|__username,reviews__|__review,reviews__|__rating,,latitude,longitute
The Cuff Complex,"1533 13th Ave, Seattle, WA 98122, Near: Pine","The crowd varies from older to younger, from tough to twinky with a variety of events, dancing, and strong pours.","94% love it,   346 Ratings",,,,0,maraim,"Dearest in mind, It is a great privilege and honor As you read this message, I don't want you to feel sorry for me, because I believe everyone will die someday. My name is Mrs Mariam Hana Dauda from USA, I'm a merchant and a Cocoa Exporter from West African country and North African country to united State of America. I have been diagnosed with Esophageal cancer.It has defiled all forms of medical treatment, and right now I have only about a few months to live, according to medical experts. I have not particularly lived my life so well, as I never really cared for anyone (not even myself) but only my business. Though I am very rich, I was never generous, I was always hostile to people and only focused on my business as that was the only thing I cared for. But now I regret all this as I now know that there is more to life than just wanting to have or make all the money in the world. I have willed and given most of my property and assets to my immediate and extended family members as well as a few close friends. I have decided to give alms to charity organizations, as I want this to be one of the last good deeds I do on earth so far, I have distributed money to some charity organizations in the U.A.E, India and Malaysia. Now that my health has deteriorated so badly, I cannot do this myself anymore. I once asked members of my family to close one of my accounts and distribute the money which I have there to charity organization in Bulgaria and India, they refused and kept the money to themselves. Hence, I do not trust them anymore,as they seem not to be contended with what I have left for them. The last of my money which no one knows of it is the huge cash deposit of (Twenty One million Dollars ) ($21,0000.00) that I have with a finance Company abroad which I will want you to help me collect this deposit and dispatched it to charity organizations.I have set aside 20% of the total sum for you, for your time and patience, Now you have to send reply with your full contact information for more private and confidential communication, I am waiting anxiously to pass information's to you before my last hour as i have no more time unless by God's intervention. you can reach me here on my hospital email address for more introduction about myself. mariamhana1965@gmail.com or drop your email here for me to have quick contact with you. Yours truly in pain, Mariam Hana Dauda",None,,,
,,,,,,,1,brandonlee,"Most relaxed gay club in Seattle\nI dont know, even though its the cuff, i think its more for everybody than say Rplace or Neighbors. I do miss lobby, but cuff is pretty fun.",Loves it,,,
,,,,,,,2,joseph.nguyen,Loves\nLoves,Loves it,,,
,,,,,,,3,Hochi01,"Awesome\nThe first time I visited I tried to find something wrong with the place, and I finally found something, I ""didn't like the scene"". A year later I realize that I was being a prude and an idiot, if you're not either, you'd enjoy this awesome bar.",Loves it,,,
,,,,,,,4,LubeGuy2010,"Not what it used to be!\nIt's not the manly Butch Bar it used to be, back when it was just a small Leather Bar (Up ""top""), but it's till a fun place to hang out and people watch. I really miss the old DARK Dog Run though ... and everything that happened.",Loves it,,,
,,,,,,,5,braddallas,Drink one or two for Omar and I! YAY!,None,,,
,,,,,,,6,davedude7,"Dance and Cruise\nLove the big dance floor, music is usually great! Hot manly guys dancing is a favorite of mine. I love to dance. Drinks are strong and reasonable. Met a hot guy from Montreal and we danced all night and went back to his hotel afterwards. I love the visitors who come here.",Loves it,,,
,,,,,,,7,UomoRiservato,Bartender is rude\nThe bartender is losing service to the bar by being a dick,Hates it,,,
,,,,,,,8,Sportsman,"Fun last stop of the night\nAfter hitting a couple of the ""popular"" bars in Seattle, We landed at The Cuff Complex, Had a great time, friendly locals and fun times, good drinks, cold beer and dancing under the same roof as also having a kickback time. Be sure to check it out!",Loves it,,,
,,,,,,,9,adrianbuelna,"Seattle's Best.\nNo, not the coffee. This bar is by far Seattle's best place to hang out, dance and be outside. All in one place.",Loves it,,,
,,,,,,,10,richardson.terrence,Sexy slaves and Masters\nGreat service and plenty of space to dance. Sexy guys in leather and underwear.. YUMM! The staff seems very friendly as well! If you come alone or with friends you well have a great time!,Loves it,,,
,,,,,,,11,henry84155,christmas eve 12/24/ 2012\nI was in the cuff around 8 pm and no one said a word to me.. everfytime I come to seattle even though I have a a lot of history in seattle the ars and seattle suck,None,,,
,,,,,,,12,SummerLovers,"Wall to wall energy. Friendly fellas.\nCapitol Hill Seattle is a great place to hang out and The Cuff Complex has it all. Great bars, packed dance floor, great music, and guys who just don't stand around and stare at themselves in the mirror. Loved this place. Had a blast and will definitely make it a regular stop on my visits to Seattle.",Loves it,,,
,,,,,,,13,ericolav,"Neighbour's alternative\nSpent New Year's Eve here 2011/12. THis was my first visit here; usually I go to Neighbour's, which is becoming more of a straight hang-out. I had a great time here; danced with a couple of hotties. The club is large with a big dance floor, and the staff were cool. The real test will be to see what it's like on a regular night and not a special event like New Year's Eve. Will review again shortly to see if it's always good like that!",Loves it,,,
,,,,,,,14,jernben,Yawn\nNot a mens' bar. Lesbians in leather... Afraid of Seattle city leaders intolerence for gay bars..,Hates it,,,
,,,,,,,15,JTseattle,"Reliable Fun ..BIG PLACE\nSeattle largest gay club for men. Reliable go to place for all types of local gay men ( is a leather contingent ). Great staff and very good drinks. Plenty of room to dance, or visit upfront or be outside.",None,,,
,,,,,,,16,nakedjerry,Super bar\nAnything you want> hot men,None,,,
,,,,,,,17,Joshua.Rumley2011,"Great Bar but I Wish They Played Better Music\nI love the Cuff because there usually are very few women running around. Dont get me wrong I love my lady friends but sometimes I just want to be around a bunch of sweaty guys. Too many gay night clubs in Seattle are becoming overrun with straight girls looking for a gay thrill, as if they are going out with there girl friends to get some culture. The Cuff is no bull shit and I like that. Come in, flirt, cruise, drink, chat and dance. My one complaint is that I wish the DJ would play better music. I like my music to have some lyrics to it and sometimes I feel like Im dancing to the same droning song for a half hour.",None,,,
,,,,,,,18,1goodman,"Don't bother unless you're straight\nThe staright have no clue about our community. The place is overrrun with twinks that bring in their women friends. It does not matter how often you have been there. You must present you ID at the door, pay the cover and get barcelet slapped on. The place is awful.",None,,,
,,,,,,,19,WNevinJ72,Leather Rules!\nThe Cuff is the best of Leather Bars with guys wearing their Leather apparel while cruising. The back alley was filled with Men who are Men not young twinks. Leather guys don't dance which is why the crowd is twinks for days. This is why the older crowd come earlier and splits at night. Let's not forget we're getting older and go home early. The Cuff still rocks!,None,,,
,,,,,,,20,bigpoppa,ONly place to be in Seattle on a Sunday night.\nA very diverse Tea dance with music ranging from disco to Deadmau5.,None,,,
,,,,,,,21,ParisStud.,"Great Time\nHad a great time there last night, Sat. $5 cover. Diverse crowd, OK dance music and overall nice venue. Was a little alarmed when the bartender almost threw me out for pouring the remainder of my drink into my new drink. Must be WA state drinking law that I'm unaware of, but he was a mighty rude-ass.",None,,,
,,,,,,,22,mike98312,Good bar all around excellent mix of people.\nAll I have to say is good about this bar. I have never had a bad time at the cuff seeing as they have everything from country to techno and kareoke to cheapest drinks in town during happy hour. They have the best deal before 8 pm where they have drinks grossly cheap and the food Is great especially since a full mean costs around 6 dollars honestly I don't know how they turn a profit at these prices. The staff is friendly and there are always cool people around to talk to. I always get a lot of attention there which is why I like it but I personally like techno better then 80's and 90's.,None,,,
,,,,,,,23,mrnelson,"good al'round bar\nit was fun to hang there.( not in seattle any more)good mix of people and entertainment. not just leather, but.........great dance place on fridays and saturdays.",None,,,
,,,,,,,24,mouthpiecesmoker,"What a blast!\nLove the Cuff!!! Have a great time when ever I&#039;m there, especially with my man Nick!!!!",None,,,
,,,,,,,25,seattlebehr,Not a very nice place to go\nstraight owned gay bar...what else can you say?,None,,,
,,,,,,,26,tommy62,"great appreciation\nI love the Cuff. It's got great space for just about everyone's interests. Awesome bartenders, pool, three bars, awesome bartenders, huge dance floor, great music, awesome bartenders, drinks are cheaper than most gay bars. Go there often enough and you don't even have to give them your order, just nod. I'm a dance floor junkie and have the best time. Where else can you go in Seattle and have this much fun?",None,,,
,,,,,,,27,archiesdaddy,"BETTER THAN I HAD HOPED\nI found the first barman I spoke to quite delightfully friendly. The others did not lessen my positive impression. This place is not for everyone but it attracts a balanced crowd, up and down the ages. Lively and welcoming. Very satisfactory, all in all.",None,,,
,,,,,,,28,superstar,Place was ok...\nSeemed to be a place people liked to go of all likes but it just seemed like a roller skating rink dancefloor without proper club lighting... and the staff were not too friendly to non-regulars.,None,,,
,,,,,,,29,jim98122x,"Not a leather bar\nThe Cuff is Seattle's most popular ""general purpose"" bar. If you're visiting from out of town, this is your best bet. On any given Fri or Sat it's the bar you're most likely to find a crowd. The cocktails are big and strong, and the beer selection is good. It's NOT a leather bar. Yes, there are a few leather guys, but that's because there's some of everything. Lately there are more twinkies than ever, and unfortunately the straight girls have discovered it in big numbers too (encouraged by their twinkie friends). If you don't want to stand in line, get there before 10:30. Their parking lot is small so if you need street parking, get there by 10:00 or even earlier.",None,,,
,,,,,,,30,BJCROSS110,"I like this place its friendly, great staff, the security go out of their way to make everyone feel welcome. The Dancing security guy is HOT.",None,,,
,,,,,,,31,AdamSandel,"Leather lite and dance place\nA large, open, casual and friendly complex with a mixed age crowd, leather shop and shoe shine. The big adjoining dance bar (closed Mon.) alternates between karaoke, country western and high energy dance nights ('til 3 AM on Fri-Sat). Like most Seattle bars it has a non-smoking patio (due to WA laws) and the $5 cover is reasonable.",None,,,
,,,,,,,32,Madrid38,"Only bad thing encountered in Seattle\nTuesday, August 4, 2009 - My partner and I, who have presented our national ID card at countless establishments during our trip to San Francisco and Seattle without any problems, were refused entry to this bar by a rather unfriendly barman. Normally we would have been disappointed, but given the general atmosphere in the place, we were quite happy to leave. Proves again that a recommendation by the Spartacus guide by no means guarantees a good night. We went with a good attitude, had money in our pockets and we happily spent it elsewhere.",None,,,
,,,,,,,33,allabout,TWINKS & Women not a Mens Bar at all\nBAD BAD BAD MUSIC this place has been cursed with really bad ideas and the owner is STR8 (which is why it sucks crap) if you ever get there and there is a line don't worry you won't miss to much,None,,,
,,,,,,,34,sglscorpiandad,"PDX er loves the CUFFs\nu know.. i m reading these other ads..and everytime i come up to sea tac.. i go to cuffs and love it. I see the guy from NYC likes it. I used to live in NYC and they have great men, bars, food, etc...but i love this bar and have always had great service no matter when i came to cuff s.. keep it up boys. wish we had a bar like that in PDX..",None,,,
Geraldine's Counter,"4872 S Rainier Ave, Seattle, WA 98118, Near: at S Ferdinand St",Feeling down? This cafe will certainly raise your spirits with great ingredients and cheery service. Think you can't find southern biscuits on the West Coast? Try them here.,"100% love it,   5 Ratings",,,,,,,,,,
Flying Squirrel Pizza,"4920 S. Genesse Ave., Seattle, WA 98118, Near: at 50th Ave S","Despite the casual atmosphere, these guys are really serious about serving the best hand-tossed pizzas.","100% love it,   5 Ratings",,,,,,,,,,
Bulldog News,"4208 University Way NE, Seattle, WA 98105","A full-service newsstand and espresso shop located on __he Ave,_ Bulldog is also the one-stop shop for the gay rags.","100% love it,   2 Ratings",,,,,,,,,,
Center for Sex Positive Culture,"1602 15th Ave, Seattle, WA 98122, Near: at W Garfield Street",The Center for Sex Positive Culture hosts a variety of events from workshops and talks to dance parties and playtimes.,"100% love it,   5 Ratings",Allena,"Center for Sex Positive Culture\nThe Center for Sex Positive Culture is a nonprofit, membership-based community center located in the Interbay neighborhood below Queen Anne. It holds education and experiential events every day of the week for it's members. It is an environment that is accommodating to sex positive communities and transformative in all areas of human sexuality.",Loves it,,,,,,,
Embassy Suites Seattle - North/Lynnwood,"20610 44th Ave West, Lynnwood, WA 98036","Enjoy style and sophistication at the all-suite Lynnwood hotel near Seattle. After a long day of meetings or exploring Seattle, relax in a spacious suite complete with all the comforts of home.","100% love it,   1 Rating",BrittanyAllen,"Seattle-Lynnwood Hotel Wedding\nConvenient location, friendly and professional staff, all-suite accommodations for our guests. Overall, very great experience!",Loves it,,,,,,,
C.C. Attle's,"1701 E Olive Way, Seattle, WA 98102, Near: E Boylston Ave & E Harvard Ave",Quench your thirst with man-sized portions.,"93% love it,   117 Ratings",,,,0,gulagay,Mike is hands down the best bartender in Seattle. Ask him for a margarita. You__l love it. My go to place for strong cheap drinks. No question. Relaxed neighborhood atmosphere with all types but gears more toward the older crowd and less standoff-ish. Thumbs up.,Loves it,,,
,,,,,,,1,pecsz,Facinating juxtapositions\nGotta love Seattle. Spice Girls,Loves it,,,
,,,,,,,2,Atreyu34,"So disappointed with the people working at the door. I'll explain. I've been to this establishment probably 30+ times in the last year. I've never had a problem here. I go, have a few drinks and leave. Last week I was there and I admit, I had too much to drink celebrating my friend's party. This hasn't happened before. The bartender let me know I drank too much and he gave me a water bottle. Super nice. I drank it, paid and left. I go back this week with not a drink on me and the door guy has the nerve to go up to one of my friends and tell him to not let me drink more than one drink. I was embarrassed and flabbergasted at the profiling. Like I said, I had been here 30+ times and only once I got tipsy, didn't even cause any problems and all of a sudden I was ""blacklisted"". They went up to a friend and defamed me. I would totally understand if it was habitual. But this kind of embarrassment and profiling for one day? Going up to your friends when you go for your first drink of the night? I can't even begin to comprehend the need for them to go up to a person of your group and treat you like a pariah. You don't do that. The bartenders are sweethearts though.",Hates it,,,
,,,,,,,3,coopscadoop,Great events all week long!\nAlways fun,Loves it,,,
,,,,,,,4,seattlesteam,"a QUESTION, not a review.....HELP1\nhey there! so, i live in, bellingham, i'm moving to, seattle, soon, as soon as i sell my home....in the meantime, i'm planning my first visit to, cc's....i've read a bunch of reviews on, yelp, and other sites. this place sounds like it could be a lot of fun for a guy who is attracted to bears....while i'm 50, and look much younger(capricorn) very long hair, no facial hair, not a twink but, with ear-rings, slim, and easy to look at but, still, obviously not a bear...obviously, most likely a bottom, chaser, would be more like it....should i go somewhere else? or, would i be accepted here on their turf? thank you, i want my first bear-bar experience to be both fun and memorable....i'm easy going and very friendly with good manners......HELP! ???",Loves it,,,
,,,,,,,5,braddallas,"Drinks are strong, but not as strong as my heart! haha :D",None,,,
,,,,,,,6,dustinjames1977,"Strongest Pours in Seattle\nEveryone says it, but this bar truly has the most generous pours of the gay bars in Seattle, without the prices to match (even though alcohol in Washington is expensive because of our sin taxes). Add to that a large bar with plenty of hangout space, 2 pool tables, darts, and friendly no-attitude bartenders - it's exactly why I love starting the weekends off at CC's.",Loves it,,,
,,,,,,,7,cinseattle61,Great place\nMost of the reviews are from old space. Come to new space and give them another try.,Loves it,,,
,,,,,,,8,henry8415,dead\nrejected in seattlen 2012,Hates it,,,
,,,,,,,9,JSpyder,"Recently Deaf, treated badly\nI have recently gone deaf and had explained it to the bartender usually there on weekends. We have gone there for years for lunch every week. My condition has only gotten worse and I can no longer hear myself speak. This past weekend there were some people in the place and the bartender we usually deal with left early and this guy with tatoos on his back and thin, good looking with an attitude could not understand that I could not hear him. He would not serve me because I had trouble talking although I was with another person who explained what was wrong. With such bad treatment of a disabled person I would never recomend the place to anyone with hearing problems - these people just don't care. I was treated badly and would never return. It's my money and I will take it elsewhere.",Hates it,,,
,,,,,,,10,mike98312,"Intoxicating\nNice local bar with laid back attitude. Cheap drinks with good alcohol made strong my favorite. Great crowd mostly for the regular gay people whom like handsome guys and a nice conversation. As an added bonus they host the most clubs in the area as far as amateur sport teams, bears,SM, and other gay community celebrities.",Loves it,,,
,,,,,,,11,nwjeff,"Depends upon taste\nIf your into twinks this is not your place for it is usually full of guys that are mid 30's plus. My partner and I enjoy going here for a drink (yes their strong) and sometimes some food, like the chicken tenders and fries. Really enjoy sitting outside on the patio in the summer but a good place to go for a drink and to meet up with friends or strangers.",Loves it,,,
,,,,,,,12,thepilotbrad,That's right! The strongest drinks in town :),None,,,
,,,,,,,13,seattlebehr,nice guys\nand strong drinks,Loves it,,,
,,,,,,,14,AlexRican80,Friendly\nIt was my first gay bar in Seattle that I ever been to right after I came out. It was so easy to meet people and the staff was great. Perfect place to start your night.,Loves it,,,
,,,,,,,15,Dr_Nick,Best drinks in town\nAlways start your evening here. It is a rule!,None,,,
,,,,,,,16,fengia,LAME\nBad Feng shui..this place has an akward layout.We were there on a friday night the crowd was sparse and uninteresting..I was told by some locals that this place will be torn down soon so check before you go..that is if you even want to....,None,,,
,,,,,,,17,henry841,"henry841\nI have been there several times sat by myself not one person talked to me/ I say the bar for me was not great and I am going tonight and may skip it/ I went to CC, s some bears that knew me did not even say hello.. Awomen wanted me to buy jello shots for the soccer team and I said what the hell for I have been here over an hour and no one said evn hello except the bartender, I did notice in the mens john a vent that hasnot been cleaned in so long it looks like it is growing mold.. and the cuff seems to be the only one following the 25 ft rule from any entrance for smoking.. cc, has the patio and it is like 5 ft from any door way and no signs.. was not even great was horrible again after 4 times sept 22/07",None,,,
,,,,,,,18,LAdrew,"Crowd seemed friendly - but certainly cruisy. Nice size place, one of the few bars with a parking lot. Seattle has a 25 foot no smoking law - but they seem to get away with it on the patio, so if you smoke-this might be your only place to do so.",None,,,
Union,"1318 E Union St, Seattle, WA 98122","Capitol Hill Gayborhood bar welcoming the LGBTQIA community and its friends. Relaxed atmosphere, cocktails, delicious bites, music videos, a fireplace lounge and outdoor patio.","100% love it,   2 Ratings",,,,,,,,,,
Poquitos,"1000 E. Pike St, Seattle, WA 98122, Near: at 10th Ave.",Poquitos has some of the most amazing light fixtures in town and definitely adds to the ambiance of this cute little hotspot.,"100% love it,   7 Ratings",,,,0,Tatursan,Nice place if you enjoy Mexican food,None,,,
,,,,,,,1,RichardsLifeCali,"Delicous Mexican Fusion\nWow _ were we surprised and impressed! Initially we expected this to be a predictable Mexican Restaurant. Nope _ a menu with unique fusion dishes, all of ours were delish. We started with the grilled octopus _ great tangy sauce. The Yucatan Style Chicken was moist and wonderful with a chipotle marinade. Pork Chile Rellenos was spiced up with raisins, cinnamon and almonds. Poquitos is located on a busy corner on Pike St in Capital Hill. It was packed (lots of locals) with a good diverse mix _ gay/straight, young/older, guys/gals,_ Ample seating inside, or seat yourself on the large outdoor patio. Brunch, lunch and dinner, 2 daily happy hours (4-6pm & 11pm-1am). A favorite drink during happy hour is their Punch _ similar to sangria but with more alcohol.",Loves it,,,
Marination Station,"1412 Harvard Ave, Seattle, WA 98122",,"100% love it,   1 Rating",,,,,,,,,,
Hotel 1000,"1000 First Avenue, Seattle, WA 98104, Near: at Madison St","The best perk of this hotel is that you get sparkling wine when you arrive. They also have some other neat amenities, like a spa and a virtual golf club.","100% love it,   2 Ratings",,,,0,J.J,"Charm & Class\nPerfect location close to Pike Place Market, Pioneer Square, Seattle's Waterfront and a plethora of shops, restaurants and bars. Caring and professional staff, personalize your stay if you mention the occasion or preferences. Very elegant rooms and spa _ perfect place to be pampered!",Loves it,,,
,,,,,,,1,matty.mccaslin,"Seattle&#039;s Hidden Gem\nFull service Spaahh, 24 Hour room service from BOKA, free long distance & wi-fi. Staff is exceptional and goes above and beyond. Close to EVERYTHING - location is fantastic! The bathtubs are amazing - rooms are charming! Very gay friendly - check out their PRIDE Package!",Loves it,,,
Ace Hotel Seattle,"2423 1st Ave, Seattle, WA 98121, Near: at Wall","Ace features hip, minimalist rooms that are comfortable and stylish.","100% love it,   2 Ratings",RichardsLifeCali,"hip gay-friendly hotel close to Capital Hill\nSeattle__ version of the hipster Ace Hotel chain. Includes the __ce_ trademark minimalist décor, friendly & knowledgeable staff about everything local, and of course the quintessential soap on a roap above your sink. Most rooms share bathrooms, but that wasn__ a problem at all. There were 5 conventiently located on our floor and there was always at least one available. All bathrooms were adorned with perfectly clean tile and complimentary aromatic shampoo & body wash in the large shower. Be prepared for the tall flight of stairs, but the staff is ready to assist with your heavy luggage. Complimentary breakfast was a hoot _ I loved the unique waffle griddle where you pour in your own batter and turn upside down until it reaches a perfectly timed perfection of outer criskiness. Seattle__ Ace is located in the trendy Belltown _ lots of good shopping and cafes, and the famous Pike Place Market just down the street, but be prepared for the noisy weekend evenings from neighboring bars, but although it__ a gay-friendly area, the gay clubs and restaurants of Capital Hill are a short few minutes cab drive away. The Seattle survival guide placed in each room has good tips.",Loves it,,,,,,,
Equal Rights Washington,"1402 3rd Ave, Seattle, WA 98101, Near: Union","Activist group that lobbies for and presents information about equality issues in Washington, including domestic partnership and marriage equality, employment and education protections.","86% love it,   7 Ratings",,,,0,henry84155,columbine\ntats how I ma treated in seattle rejected and dijected no money honey,Hates it,,,
,,,,,,,1,henry8415,I have no equal rights\nwas discriminated and used by the newbears then told I wasnt good enough so I was bullied by 70 year old men I hate seattle,Loves it,,,
Lambert House,"1818 15th Ave, Seattle, WA 98122, Near: E Howell and E Denny Way","The Lambert House is a center for LGBTQ youth, ages 22 and under, that encourages empowerment through the development of leadership, social and life skills.","100% love it,   3 Ratings",,,,,,,,,,
Seattle Marriott Waterfront,"2100 Alaskan Way, Seattle, WA 98121, Near: at Virginia St",,"100% love it,   2 Ratings",Joe_Marriott,"Hotels in Seattle, WA\nOne of the coolest places to stay in Seattle. The hotel is really nice and modern and the location is great, right in heart of Seattle in the waterfront district and minutes from Pike Place. Plenty of things to see, do, and shop in the area.",Loves it,,,,,,,
Sheraton Bellevue Hotel,"100 112th Avenue NE, Bellevue, WA 98004, Near: at Main St","Situated in downtown Bellevue, the hotel is nine miles east of Seattle and just 20 minutes from the Seattle/Tacoma International Airport.",What do you think of this place? Love it or not?,,,,,,,,,,
The Westin Bellevue,"600 Bellevue Way NE, Bellevue, WA 98004, Near: at NE 6th St","Just outside of Seattle in Bellevue, The Westin has great views of the lake as well as the city. If you like to admire things from afar then this is the spot. It's close to Downtown park and the Bellevue Art Museum.",What do you think of this place? Love it or not?,,,,,,,,,,
Neighbours,"1509 Broadway, Seattle, WA 98122, Near: Pike (enter through alley on Pike)","Friendly, energetic, eclectic and mixed-crowd of people who love to dance at this popular location.","95% love it,   189 Ratings",,,,0,PatrickFlann69,"Love this place, especially the bartender Joe! Cute go-gos!",Loves it,,,
,,,,,,,1,Jayjo,Big dance floor\nLooks like most of the guys there were straight. The music was ok. Cover was too high on the weekend. I went during the week also and it was dead.,Hates it,,,
,,,,,,,2,jasonut29,Not bad,None,,,
,,,,,,,3,Hochi01,"Neighbours\nSpacious, friendly with everyone's preferrences, everyone is invited, even underage after alcohol stops being served on certain days. The music is good quality, much better than other places, specially Tacoma or Olympia. I recommend it to anyone visiting Seattle, is not my personal favorite but it is a good hangout.",Loves it,,,
,,,,,,,4,jernben,Sucks\nMostly straight crowd wanting to meet chicks who think the y r in a gay disco. Staff intolerant of gays... security there to pick up girls...lots of drug activity including staff,Hates it,,,
,,,,,,,5,premrajani,not so great\nIt&#039;s not gay crowd at all and the music sucks big time. Guess better Vito the cuffs after 11 good music and gay guys everywhere. My last day in Seattle and so pathetic :(,Hates it,,,
,,,,,,,6,slimrfun,Updated Oct 2013\nThe Q sucked and the cuff couldnt get its music up so we went back to neighbors. Staff and patrons are friendly and we had yet another great night here. We noticed that last call from the dj was at 120am even though they announced a closing of 4am. The downside is that they still do a progressive volume increase through the night which makes it difficult to dance till after midnight. The sound system needs to be upgraded.,Loves it,,,
,,,,,,,7,Lupester,overrated\nHad several coats stolen from coat check area. Overzealous security who enjoy beating up customers!,Hates it,,,
,,,,,,,8,will8907,Great Place for Younger Crowd\nNeighbors is a great place to go if you're new to the club scene. The music & atmosphere is very young and often hosts some of Seattle's Best DJ's. Twice a year C89.5 hosts their Listener Appreciation Party here and world famous Dance & DJ artists flock to Seattle to perform right here at Neighbors!,Loves it,,,
,,,,,,,9,mike98312,Lycra Palace is right.\n3 years ago the clubs in the area were fun I usually was able to come home with something to pose on and knew half the people in there. I would go to all the events and hang out with new people. Progressively they have changed into a scene that is more for Las Vegas and less for the washington famililes alliance as without the gay people going to the gay clubs regularly they are more prone to seek relationships through other means many which might seem unusual and more risky. Neighbours has continually gone downhill as far as gay scene progressively over the years hopefully when the recession is over the trend will go back the other way.This club used to attract an international crowd not it only caters to those whom come from red states as the atmosphere seems like someone had stolen the life out of the party and replaced it with cheap wannabees.,Hates it,,,
,,,,,,,10,twowaycool,Lycra Palace...\n...lots of straight girls and their uptight straight boys. Need I say more? NEXT!,Hates it,,,
,,,,,,,11,xpolik,Place to be in Seattle\nCool friendly mixed crowd. Very good remixed music and big dance floor. Nice upper level area perfect for scoping out the cute boys on the dance floor below. Drag shows are entertaining. A fun hang out for out of towners and everyone of all origins and ages. Highly recommended.,Loves it,,,
,,,,,,,12,superstar,"Best Dancefloor, not crowded til late\nBetter dancefloor and atmosphere than R Place and the other ""clubs"" but it just was as busy as I expected. Friendly staff, good music.",Loves it,,,
,,,,,,,13,1outta4,"Get past the scary entrance...\n...and you'll end up in a fun, if a little trashy, dance club. 80's night is definitely the best night to go, especially with a big group. It seems like all the cutest boys in Seattle dance here, and face it, indoors is the only time you can tell if anyone's cute in Seattle, outside they're all bundled up under an umbrella! Loved the drag-queen trivia prizes... sausage anyone?",Loves it,,,
,,,,,,,14,WestHollywoodRoyalty,"Not great two stars because the drinks were good\nHorrible music! It's all the top 40 turned into disco - every track is remixed with the same house beat- not fun! After being there for 20min, I was done - though some of the boys are acceptably average maybe cute in the dark types, I would say stick to R-place for the music. All in all, I think I'll stick to LA...",Hates it,,,
,,,,,,,15,MikeHawk,Deja-vu\nThis is the typical gay club. The crowd is varied and the tunes are good. Dance club. Cheap drinks. Guys of all ages. Guaranteed good time - go after 11pm.,None,,,
,,,,,,,16,Jason,Love the drag shows and surprise performances\nLove the show on Tuesday nights and was pleasantly surprised by an inpromptu performance by members of the Seattle Mens Chorus on Thursday. Expect the unexpected at Neighbours.,None,,,
,,,,,,,17,TommyQ,"After 25 years Neighbours is still the ""it"" club\nHot boys, sexy, casual, packed. This club is the place to be and be seen.",None,,,
,,,,,,,18,vvebmike,"Just your average..\n...teen bar. I personally have more fun at other locations in town. Not completely bad, great drink and nice people! Cover charge is not bad either.",None,,,
Ray's Boathouse and Cafe,"6049 Seaview Avenue, Seattle, WA 98107",,"100% love it,   6 Ratings",,,,,,,,,,
Pasta Bella Italian Restaurant,"5913 15th NW, Seattle, WA 98107","This cozy restaurant in a quiet neighborhood is perfect for ""Lady and the Tramp"" style eye gazing and spaghetti slurping. Only a few miles from Capitol Hill, so a car or cab will get you there no problem.","100% love it,   4 Ratings",MIKO,"Incredible Italian Food, Fresh Ingredients, Gay\nGay owned and operated, this Queen Anne Neighborhood Italian Restaurant offer truly delicious food- the pasta dishes are made with never-dried, soft, fresh pasta- the spinsch gorgonzola and pollo involtini are famous! Also has a great wine list.",Loves it,,,,,,,
Courtyard Seattle Downtown/Pioneer Square,"612 2nd Ave., Seattle, WA 98104","Located in the first known neighborhood in Seattle, the Courtyard is housed in the old Alaska Building built in 1904.","100% love it,   1 Rating",,,,,,,,,,
Downtown Public Health Center,"2124 4th Ave, Seattle, WA 98121, Near: Blanchard",Providing all the basic service to Washington residents.,"100% love it,   1 Rating",,,,,,,,,,
Residence Inn Seattle Downtown/Lake Union,"800 Fairview Ave., North, Seattle, WA 98109",,What do you think of this place? Love it or not?,,,,,,,,,,
Tamarind Tree,"1036 S Jackson, Suite A, Seattle, WA 98104, Near: at 12th Ave. S","This upscale and updated locale serves up real-deal Vietnamese cuisine in the heart of the Little Saigon district. Its custom cocktail list includes martinis made with everything from lychees to lemongrass to, of course, tamarind.","100% love it,   5 Ratings",,,,0,sakpe.imhoff,"YUM!\nEverything is YUM......the atmosphere, the service, and the food........YUM I say!!!",Loves it,,,
,,,,,,,1,devilpaladin1,"Good Place to Enjoy a New Style of Vietnamese Food\nThis restaurant is located in the International District (I-District), specifically right behind the Viet-Wah supermarket. At first, I was hesitant when parking, as there are limited spots. However, as you approach the restaurant, you'll notice the unique styling cues. As you enter, it's got a warm, yet intimate feel. The menu selection was large enough that you'll probably find something that's worth you while. I personally am a fan of the Spring Rolls (the put a rolled-up deep fried wanton skin in the spring roll to add a crunch), Tamarind Tree crepe (it has seafood and a coconut flavor twist, all served on a banana leaf), and I am unsure what they are called, but pork-stuffed baby calamari (which are tender and succulent). The price averages about $10 a dish so it's about a $$ restaurant, but all in all well worth it. I would definitely suggest it to a friend.",Loves it,,,
,,,,,,,2,tgbusse,I LOVE GOOD VIETNAMESE FOOD &amp; BOYS\nOmg! Your food is delicious The atmosphere was to die for with the delightful open fire place! a great restaurant experience for a first date! it is just the perfect balance of elegance and fine dining and the cocktails are simply delicious!!,Loves it,,,
The Pink Door,"1919 Post Aly, Seattle, WA 98101",,What do you think of this place? Love it or not?,,,,,,,,,,
